action_taken,action_taken_name,agency_code,agency_abbr,agency_name,applicant_ethnicity,applicant_ethnicity_name,applicant_income_000s,applicant_race_1,applicant_race_name_1,applicant_sex,applicant_sex_name,census_tract_number,co_applicant_ethnicity,co_applicant_ethnicity_name,co_applicant_race_1,co_applicant_race_name_1,co_applicant_sex,co_applicant_sex_name,county_code,county_name,hoepa_status,hoepa_status_name,lien_status,lien_status_name,loan_purpose,loan_purpose_name,loan_type,loan_type_name,owner_occupancy,owner_occupancy_name,preapproval,preapproval_name,property_type,property_type_name,purchaser_type,purchaser_type_name,hud_median_family_income,loan_amount_000s,number_of_1_to_4_family_units,number_of_owner_occupied_units,minority_population,population,tract_to_msamd_income
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,37.0,7,Not applicable,4,Not applicable,2324.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,99.0,Macomb County,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",79600.0,59,1737.0,1237.0,16.260000228881836,6099.0,67.94999694824219
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,19.0,5,White,1,Male,9505.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,137.0,Otsego County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,55800.0,74,2606.0,1033.0,3.839999914169312,3150.0,109.41000366210938
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,31.0,5,White,2,Female,19.06,5,No co-applicant,8,No co-applicant,5,No co-applicant,77.0,Kalamazoo County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",61800.0,133,1238.0,847.0,14.699999809265137,4510.0,117.9000015258789
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,98.0,5,White,1,Male,111.01,5,No co-applicant,8,No co-applicant,5,No co-applicant,49.0,Genesee County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,53700.0,174,2910.0,2443.0,14.489999771118164,8791.0,173.61000061035156
1,Loan originated,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,116.0,5,White,2,Female,132.04,5,No co-applicant,8,No co-applicant,5,No co-applicant,49.0,Genesee County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,53700.0,290,2067.0,1544.0,8.050000190734863,5899.0,115.75
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,33.0,5,White,1,Male,1561.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),3,Freddie Mac (FHLMC),79600.0,131,1614.0,1536.0,19.299999237060547,4507.0,163.94000244140625
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,,5,White,1,Male,4470.0,2,Not Hispanic or Latino,5,White,2,Female,161.0,Washtenaw County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,88300.0,420,1291.0,1060.0,6.46999979019165,2904.0,103.66999816894533
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,40.0,5,White,1,Male,1345.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,4,Not applicable,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),79600.0,180,1060.0,979.0,15.149999618530272,3063.0,147.5399932861328
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,153.0,5,White,1,Male,1203.0,2,Not Hispanic or Latino,5,White,2,Female,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,485,1224.0,1014.0,6.860000133514404,3340.0,121.41000366210938
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,46.0,5,White,1,Male,1459.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",79600.0,120,762.0,524.0,29.280000686645508,2804.0,70.30999755859375
1,Loan originated,5,NCUA,National Credit Union Administration,2,Not Hispanic or Latino,127.0,5,White,2,Female,118.0,2,Not Hispanic or Latino,5,White,1,Male,159.0,Van Buren County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),61800.0,122,2943.0,1781.0,11.869999885559082,6942.0,81.06999969482422
1,Loan originated,7,HUD,Department of Housing and Urban Development,1,Hispanic or Latino,35.0,5,White,1,Male,103.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,127.0,Oceana County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,4,FSA/RHS-guaranteed,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),2,Ginnie Mae (GNMA),55800.0,89,2762.0,1875.0,21.26000022888184,6948.0,91.80999755859376
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",121.0,6,"Information not provided by applicant in mail, Internet, or telephone application",1,Male,9706.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,89.0,Leelanau County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),55800.0,321,2242.0,1754.0,4.110000133514404,5061.0,139.63999938964844
3,Application denied by financial institution,3,FDIC,Federal Deposit Insurance Corporation,2,Not Hispanic or Latino,42.0,5,White,1,Male,1230.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,100,921.0,719.0,5.550000190734863,2379.0,87.7699966430664
4,Application withdrawn by applicant,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,170.0,6,"Information not provided by applicant in mail, Internet, or telephone application",2,Female,1604.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,270,636.0,339.0,89.12999725341797,2961.0,66.01000213623047
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,Not applicable,4,Not applicable,5443.0,4,Not applicable,7,Not applicable,4,Not applicable,163.0,Wayne County,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,53500.0,76,1009.0,533.0,76.83999633789062,2560.0,65.01000213623047
5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,84.0,3,Black or African American,1,Male,1670.0,2,Not Hispanic or Latino,3,Black or African American,2,Female,125.0,Oakland County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,295,1776.0,1596.0,29.780000686645508,5158.0,144.47999572753906
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,223.0,5,White,1,Male,5165.0,2,Not Hispanic or Latino,5,White,2,Female,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,53500.0,191,175.0,141.0,74.5999984741211,1516.0,157.22999572753906
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,49.0,5,White,1,Male,11.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,27.0,Cass County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,2,Preapproval was not requested,1,One-to-four family dwelling (other than manufactured housing),7,"Life insurance company, credit union, mortgage bank, or finance company",60900.0,92,1227.0,776.0,3.359999895095825,2916.0,86.58999633789062
6,Loan purchased by the institution,9,CFPB,Consumer Financial Protection Bureau,4,Not applicable,,7,Not applicable,4,Not applicable,2234.0,4,Not applicable,7,Not applicable,4,Not applicable,99.0,Macomb County,2,Not a HOEPA loan,4,Not applicable,3,Refinancing,3,VA-guaranteed,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,79600.0,189,3188.0,3052.0,10.229999542236328,9630.0,131.97000122070312
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,46.0,2,Asian,2,Female,5.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,19.0,Benzie County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,2,Not owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),55800.0,140,2158.0,1040.0,9.31999969482422,3133.0,102.72000122070312
4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,42.0,5,White,1,Male,229.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,139.0,Ottawa County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,67000.0,130,2129.0,1474.0,19.13999938964844,6525.0,90.76000213623048
3,Application denied by financial institution,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,141.0,5,White,1,Male,2852.01,5,No co-applicant,8,No co-applicant,5,No co-applicant,17.0,Bay County,2,Not a HOEPA loan,2,Secured by a subordinate lien,2,Home improvement,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,65900.0,60,2136.0,1679.0,7.900000095367432,5851.0,131.0500030517578
4,Application withdrawn by applicant,9,CFPB,Consumer Financial Protection Bureau,3,"Information not provided by applicant in mail, Internet, or telephone application",36.0,6,"Information not provided by applicant in mail, Internet, or telephone application",3,"Information not provided by applicant in mail, Internet, or telephone application",5421.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,53500.0,50,1811.0,961.0,97.7699966430664,4039.0,78.62999725341797
1,Loan originated,9,CFPB,Consumer Financial Protection Bureau,2,Not Hispanic or Latino,82.0,5,White,1,Male,8316.0,2,Not Hispanic or Latino,5,White,2,Female,115.0,Monroe County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),8,Affiliate institution,71600.0,128,1253.0,905.0,10.039999961853027,3335.0,103.68000030517578
3,Application denied by financial institution,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,69.0,5,White,2,Female,122.02,2,Not Hispanic or Latino,5,White,1,Male,81.0,Kent County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,2,FHA-insured,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,67000.0,172,2399.0,2249.0,1.5499999523162842,7041.0,194.22000122070312
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,100.0,2,Asian,1,Male,5918.0,2,Not Hispanic or Latino,2,Asian,1,Male,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),1,Fannie Mae (FNMA),53500.0,161,1747.0,1384.0,26.38999938964844,6333.0,135.11000061035156
1,Loan originated,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,62.0,5,White,2,Female,5991.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,3,Refinancing,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),6,"Commercial bank, savings bank or savings association",53500.0,86,1497.0,1199.0,8.109999656677246,4318.0,132.52999877929688
5,File closed for incompleteness,7,HUD,Department of Housing and Urban Development,2,Not Hispanic or Latino,49.0,5,White,1,Male,5339.0,5,No co-applicant,8,No co-applicant,5,No co-applicant,163.0,Wayne County,2,Not a HOEPA loan,1,Secured by a first lien,1,Home purchase,1,Conventional,1,Owner-occupied as a principal dwelling,3,Not applicable,1,One-to-four family dwelling (other than manufactured housing),0,Loan was not originated or was not sold in calendar year covered by register,53500.0,220,499.0,352.0,76.9800033569336,3136.0,46.220001220703125
